id_pedido,fecha,id_cliente,id_producto,categoria,region,segmento,cantidad,precio_unit,descuento,ratio_costo
1102,2023-04-28,491,2117,Belleza,Este,Mayorista,8,127.37,0.0,0.433
1103,2023-01-17,774,2489,Alimentos,Centro,Online,15,359.36,0.0,0.617
1104,2023-06-11,518,2072,Alimentos,Este,Retail,14,406.99,0.0,0.58
1105,2023-07-25,388,2281,Electrónica,Norte,Retail,9,182.5,,0.44
1106,2023-05-18,478,2403,Hogar,Norte,Retail,3,88.01,0.25,0.627
1107,2023-02-03,589,2447,Hogar,Norte,Corporativo,15,50.52,,0.556
1108,2023-04-19,330,2359,Hogar,Sur,Corporativo,17,289.81,0.1,0.476
1109,2023-10-18,140,2009,Deportes,Norte,Mayorista,16,489.16,0.05,0.524
1110,2023-06-11,127,2210,Alimentos,Sur,Mayorista,4,412.36,0.05,0.572
1111,2023-04-19,234,2322,Libros,Norte,Mayorista,11,220.74,0.1,0.432
1112,2023-12-02,300,2151,Ropa,Este,Mayorista,8,270.63,0.0,0.735
1113,2023-09-13,132,2004,Belleza,Centro,Online,3,143.37,0.2,0.633
1114,2023-07-22,147,2194,Libros,Centro,Corporativo,19,85.72,0.2,0.436
1115,2023-11-26,602,2441,Belleza,Norte,Retail,14,243.63,0.1,0.688
1116,2023-08-23,506,2282,Electrónica,Centro,Online,9,234.43,0.2,0.513
1117,2023-03-15,673,2463,Electrónica,Norte,Mayorista,3,263.36,0.15,0.609
1118,2023-05-16,198,2112,Belleza,Norte,Mayorista,4,476.64,0.05,0.497
1119,2023-03-13,783,2270,Hogar,Oeste,Online,4,303.93,0.2,0.657
1120,2023-05-07,646,2162,Libros,Oeste,Retail,11,304.86,0.25,0.653
1121,2023-10-15,712,2459,Hogar,Oeste,Corporativo,19,68.37,0.25,0.593
1122,2023-10-03,561,2104,Deportes,Sur,Corporativo,16,498.26,0.15,0.484
1123,2023-05-15,742,2180,Electrónica,Oeste,Retail,17,387.56,0.05,0.489
1124,2023-10-27,104,2043,Electrónica,Norte,Corporativo,10,439.22,0.15,0.534
1125,2023-08-08,317,2281,Libros,Este,Mayorista,17,210.08,0.05,0.451
1126,2023-10-26,602,2174,Electrónica,Oeste,Mayorista,16,253.55,0.05,0.518
1127,2023-07-24,497,2161,Deportes,Oeste,Mayorista,6,263.43,0.2,0.64
1128,2023-07-05,492,2470,Deportes,Este,Mayorista,7,101.08,0.25,0.691
1129,2023-04-23,306,2350,Deportes,Norte,Retail,14,346.3,0.1,0.516
1130,2023-03-12,114,2433,Ropa,Sur,Corporativo,11,451.97,0.2,0.482
1131,2023-09-18,653,2339,Deportes,Oeste,Corporativo,12,86.03,0.0,0.691
1132,2023-09-10,560,2139,Deportes,Este,Online,14,47.73,0.15,0.712
1133,2023-02-16,790,2470,Ropa,Norte,Retail,5,370.42,0.0,0.544
1134,2023-01-25,674,2131,Hogar,Centro,Corporativo,5,140.23,0.05,0.409
1135,2023-02-26,340,2086,Alimentos,Sur,Corporativo,15,313.81,0.2,0.643
1136,2023-03-20,663,2175,Electrónica,Este,Online,1,349.4,0.0,0.674
1137,2023-11-18,195,2182,Deportes,Este,Mayorista,9,164.35,0.0,0.406
1138,2023-03-23,584,2367,Electrónica,Este,Corporativo,3,408.5,0.25,0.608
1139,2023-12-15,506,2128,Libros,Oeste,Mayorista,4,277.24,0.0,0.606
1140,2023-08-05,330,2245,Electrónica,Centro,Online,16,435.15,0.25,0.533
1141,2023-11-02,754,2088,Belleza,Sur,Corporativo,7,382.83,0.25,0.662
1142,2023-02-02,270,2065,Hogar,Norte,Mayorista,14,434.94,0.05,0.55
1143,2023-07-17,640,2157,Ropa,Norte,Retail,16,14.98,0.25,0.637
1144,2023-07-15,135,2386,Electrónica,Centro,Mayorista,18,125.54,0.05,0.581
1145,2023-11-02,624,2377,Electrónica,Este,Mayorista,16,49.55,0.25,0.487
1146,2023-08-28,259,2148,Electrónica,Este,Mayorista,16,,0.25,0.612
1147,2023-09-28,798,2472,Alimentos,Este,Mayorista,2,445.53,0.05,0.658
1148,2023-05-09,342,2339,Alimentos,Este,Retail,10,236.43,0.0,0.741
1149,2023-10-11,185,2432,Libros,Este,Online,7,425.61,0.15,0.533
1150,2023-01-06,677,2115,Ropa,Centro,Mayorista,15,166.95,0.2,0.423
1151,2023-12-15,781,2213,Electrónica,Oeste,Mayorista,9,173.09,0.2,0.746
1152,2023-02-28,656,2468,Electrónica,Sur,Corporativo,7,448.3,0.05,0.618
1153,2023-12-16,673,2445,Electrónica,Este,Corporativo,16,215.78,0.0,0.731
1154,2023-10-02,745,2480,Electrónica,Oeste,Retail,3,395.93,0.15,0.436
1155,2023-05-17,127,2371,Alimentos,Norte,Retail,17,122.14,0.1,0.52
1156,2023-11-25,719,2293,Hogar,Centro,Retail,8,474.66,0.05,0.447
1157,2023-06-24,655,2252,Hogar,Oeste,Corporativo,2,289.42,0.1,0.692
1158,2023-02-27,439,2142,Libros,Este,Mayorista,3,380.87,0.2,0.708
1159,2023-05-31,430,2249,Belleza,Este,Corporativo,8,49.31,0.2,0.575
1160,2023-08-11,739,2365,Deportes,Este,Online,2,248.87,0.15,0.465
1161,2023-03-22,605,2435,Ropa,Oeste,Retail,19,451.01,0.15,0.444
1162,2023-08-21,447,2462,Hogar,Este,Retail,17,439.13,0.1,0.606
1163,2023-01-02,572,2301,Belleza,Oeste,Retail,5,28.17,0.2,0.577
1164,2023-05-15,330,2024,Electrónica,Este,Online,17,155.33,0.15,0.643
1165,2023-09-14,289,2276,Hogar,Norte,Mayorista,10,224.44,0.15,0.507
1166,2023-04-02,324,2471,Libros,Norte,Mayorista,9,90.27,0.2,0.541
1167,2023-09-17,484,2376,Deportes,Sur,Mayorista,6,366.35,0.2,0.407
1168,2023-02-24,476,2377,Hogar,Este,Retail,11,96.33,0.0,0.614
1169,2023-11-17,382,2388,Libros,Este,Mayorista,2,176.59,0.25,0.548
1170,2023-06-02,732,2069,Alimentos,Oeste,Corporativo,12,333.32,0.15,0.722
1171,2023-11-24,727,2112,Deportes,Oeste,Retail,12,243.63,0.1,0.625
1172,2023-09-17,358,2362,Libros,Este,Online,16,370.59,0.05,0.54
1173,2023-11-08,458,2111,Belleza,Sur,Online,12,480.8,0.05,0.492
1174,2023-04-12,555,2363,Hogar,Este,Mayorista,18,62.69,0.2,0.717
1175,2023-03-20,510,2302,Alimentos,Oeste,Retail,13,356.24,0.25,0.406
1176,2023-07-11,748,2470,Belleza,Este,Corporativo,15,119.02,0.1,0.514
1177,2023-03-24,417,2451,Libros,Oeste,Corporativo,16,210.17,0.0,0.73
1178,2023-10-04,776,2090,Libros,Este,Retail,4,21.27,0.15,0.629
1179,2023-09-29,324,2017,Belleza,Centro,Mayorista,12,72.27,0.0,0.586
1180,2023-01-01,333,2148,Hogar,Oeste,Online,17,163.29,0.1,0.471
1181,2023-11-03,783,2475,Deportes,Sur,Online,1,174.28,0.0,0.692
1182,2023-06-15,763,2226,Alimentos,Centro,Corporativo,18,450.29,0.2,0.471
1183,2023-09-08,473,2213,Electrónica,Este,Corporativo,16,372.2,0.05,0.487
1184,2023-01-10,771,2359,Ropa,Oeste,Corporativo,1,486.23,0.2,0.467
1185,2023-02-27,707,2150,Deportes,Centro,Online,10,301.54,0.15,0.455
1186,2023-07-05,571,2191,Alimentos,Sur,Corporativo,19,124.65,0.2,0.734
1187,2023-06-07,332,2450,Belleza,Oeste,Online,16,167.19,0.1,0.611
1188,2023-05-03,791,2039,Libros,Centro,Online,14,163.32,0.1,0.623
1189,2023-01-30,212,2241,Belleza,Centro,Mayorista,2,166.61,0.15,0.734
1190,2023-05-04,596,2137,Alimentos,Centro,Mayorista,6,338.12,0.15,0.481
1191,2023-10-18,541,2344,Belleza,Norte,Mayorista,5,267.75,0.05,0.402
1192,2023-02-10,663,2179,Belleza,Este,Corporativo,12,195.78,0.0,0.61
1193,2023-02-13,367,2496,Ropa,Oeste,Online,4,78.8,0.05,0.578
1194,2023-09-06,609,2199,Hogar,Oeste,Corporativo,4,15.96,0.2,0.567
1195,2023-02-05,485,2202,Ropa,Oeste,Online,5,113.32,0.0,0.422
1196,2023-09-30,486,2060,Electrónica,Centro,Mayorista,7,58.2,0.15,0.559
1197,2023-03-06,212,2191,Electrónica,Este,Mayorista,6,393.8,0.1,0.501
1198,2023-03-07,712,2004,Ropa,Sur,Corporativo,13,60.69,0.2,0.496
1199,2023-12-04,724,2377,Deportes,Oeste,Online,4,363.49,0.05,0.478
1200,2023-09-01,180,2236,Deportes,Este,Corporativo,13,195.9,0.25,0.516
1201,2023-10-09,798,2180,Belleza,Este,Retail,4,41.32,0.25,0.524
1202,2023-03-26,212,2310,Belleza,Norte,Corporativo,10,407.3,0.15,0.508
1203,2023-05-16,101,2036,Libros,Oeste,Mayorista,1,291.92,0.0,0.743
1204,2023-09-28,741,2055,Electrónica,Centro,Online,8,121.7,0.25,0.726
1205,2023-11-07,319,2442,Libros,Este,Online,7,447.87,0.0,0.601
1206,2023-08-05,665,2236,Electrónica,Este,Corporativo,5,27.4,0.1,0.743
1207,2023-04-19,324,2357,Ropa,Sur,Mayorista,3,104.9,0.15,0.747
1208,2023-10-04,484,2348,Deportes,Norte,Retail,15,377.26,,0.525
1209,2023-12-20,502,2196,Belleza,Este,Corporativo,17,356.14,0.2,0.556
1210,2023-04-13,737,2072,Deportes,Este,Online,13,148.19,0.2,0.736
1211,2024-01-01,229,2058,Ropa,Centro,Mayorista,15,35.7,0.0,0.613
1212,2023-06-09,152,2239,Libros,Centro,Online,19,429.75,0.25,0.475
1213,2023-07-24,783,2001,Libros,Sur,Online,14,160.28,0.25,0.641
1214,2023-12-10,771,2448,Alimentos,Sur,Online,13,101.88,0.05,0.472
1215,2023-11-29,515,2359,Belleza,Sur,Online,12,260.45,0.0,0.519
1216,2023-07-11,346,2187,Belleza,Centro,Retail,9,455.56,0.25,0.48
1217,2023-08-13,538,2306,Belleza,Centro,Mayorista,3,26.56,0.2,0.486
1218,2023-09-22,302,2029,Electrónica,Norte,Corporativo,11,384.07,0.2,0.402
1219,2023-08-20,283,2266,Libros,Oeste,Mayorista,10,288.37,0.2,0.708
1220,2023-03-03,222,2475,Ropa,Oeste,Mayorista,1,215.6,0.0,0.504
1221,2023-05-07,500,2107,Libros,Norte,Mayorista,17,373.32,0.15,0.43
1222,2023-04-26,393,2331,Deportes,Oeste,Corporativo,13,483.08,0.05,0.43
1223,2023-02-02,379,2422,Electrónica,Centro,Mayorista,14,118.46,0.05,0.595
1224,2023-06-23,709,2089,Belleza,Oeste,Corporativo,1,76.11,0.2,0.748
1225,2023-01-11,297,2204,Hogar,Centro,Corporativo,2,456.88,0.1,0.451
1226,2023-10-29,610,2378,Alimentos,Norte,Retail,2,336.13,0.0,0.435
1227,2023-10-11,243,2455,Electrónica,Sur,Online,7,221.8,0.25,0.553
1228,2023-04-28,708,2446,Deportes,Norte,Corporativo,9,288.76,0.25,0.597
1229,2023-10-29,300,2447,Belleza,Oeste,Online,4,374.08,0.15,0.503
1230,2023-04-23,223,2444,Deportes,Centro,Mayorista,2,387.65,0.2,0.506
1231,2023-01-04,286,2380,Deportes,Oeste,Online,19,460.35,0.1,0.549
1232,2023-02-06,425,2437,Belleza,Oeste,Online,5,216.29,0.2,0.51
1233,2023-12-29,563,2219,Deportes,Sur,Online,9,150.24,0.1,0.72
1234,2023-11-20,448,2377,Ropa,Oeste,Mayorista,13,321.63,0.05,0.415
1235,2023-01-31,759,2093,Alimentos,Sur,Mayorista,12,210.79,0.1,0.482
1236,2023-04-28,502,2456,Hogar,Centro,Corporativo,19,299.33,0.05,0.683
1237,2023-02-04,445,2102,Deportes,Centro,Corporativo,9,212.89,0.05,0.692
1238,2023-01-17,610,2222,Deportes,Sur,Retail,10,80.73,0.0,0.439
1239,2023-06-19,246,2185,Libros,Norte,Mayorista,19,237.37,0.1,0.741
1240,2023-02-06,247,2468,Alimentos,Centro,Retail,10,347.0,0.15,0.643
1241,2023-09-21,588,2183,Electrónica,Norte,Mayorista,12,400.65,0.15,0.495
1242,2023-05-02,739,2494,Alimentos,Centro,Online,14,249.2,0.1,0.56
1243,2023-05-23,650,2161,Alimentos,Centro,Retail,8,86.79,0.0,0.504
1244,2023-12-09,437,2246,Belleza,Este,Retail,16,210.27,0.15,0.453
1245,2023-09-06,740,2030,Belleza,Oeste,Retail,17,394.22,0.2,0.502
1246,2023-04-20,572,2051,Belleza,Oeste,Mayorista,4,209.37,0.15,0.603
1247,2023-10-04,250,2344,Hogar,Norte,Corporativo,6,349.78,0.0,0.689
1248,2023-03-09,514,2075,Alimentos,Oeste,Retail,12,256.07,0.05,0.527
1249,2023-10-20,397,2384,Hogar,Norte,Corporativo,18,124.41,0.05,0.522
1250,2023-10-23,710,2438,Deportes,Centro,Mayorista,7,399.09,0.05,0.564
1251,2023-08-31,362,2277,Belleza,Este,Retail,5,46.69,0.0,0.626
1252,2023-05-05,243,2039,Deportes,Este,Mayorista,10,264.82,0.05,0.663
1253,2023-08-31,445,2100,Belleza,Centro,Corporativo,6,108.4,0.05,0.514
1254,2023-07-28,723,2110,Ropa,Sur,Corporativo,14,38.2,0.0,0.605
1255,2023-04-08,671,2384,Hogar,Sur,Retail,6,253.95,0.2,0.536
1256,2023-02-18,101,2320,Hogar,Oeste,Corporativo,14,252.28,0.15,0.651
1257,2023-02-19,403,2248,Electrónica,Norte,Online,12,354.92,0.0,0.458
1258,2023-12-04,353,2190,Libros,Este,Online,12,373.65,0.0,0.49
1259,2023-08-09,751,2489,Alimentos,Oeste,Retail,8,365.26,0.1,0.549
1260,2023-07-01,552,2181,Electrónica,Centro,Mayorista,10,207.73,0.05,0.711
1261,2023-08-05,136,2425,Hogar,Este,Mayorista,16,317.69,0.25,0.601
1262,2023-07-30,259,2404,Electrónica,Norte,Mayorista,8,290.59,0.2,0.738
1263,2023-08-28,108,2334,Ropa,Norte,Online,9,213.67,0.25,0.436
1264,2023-01-28,332,2208,Libros,Sur,Corporativo,13,300.62,0.1,0.561
1265,2023-12-11,198,2021,Hogar,Oeste,Online,17,473.89,,0.547
1266,2023-12-01,758,2165,Hogar,Centro,Corporativo,19,100.48,0.05,0.61
1267,2023-11-27,307,2098,Alimentos,Este,Online,17,453.36,0.25,0.684
1268,2023-02-20,230,2492,Belleza,Norte,Mayorista,7,31.46,0.05,0.695
1269,2023-02-01,503,2207,Libros,Este,Mayorista,1,157.65,0.05,0.635
1270,2023-07-26,251,2007,Ropa,Centro,Mayorista,14,147.63,0.15,0.625
1271,2023-06-23,153,2189,Deportes,Este,Retail,17,315.05,0.2,0.732
1272,2023-02-25,219,2174,Electrónica,Oeste,Retail,13,69.96,0.2,0.534
1273,2023-05-08,772,2272,Alimentos,Sur,Corporativo,2,441.76,0.1,0.691
1274,2023-04-09,727,2016,Hogar,Este,Retail,14,415.13,0.0,0.723
1275,2023-04-08,686,2089,Deportes,Sur,Online,1,327.77,0.05,0.572
1276,2023-10-02,724,2140,Ropa,Centro,Online,5,231.91,0.05,0.655
1277,2023-08-18,519,2144,Libros,Sur,Corporativo,7,466.81,0.25,0.532
1278,2023-03-13,521,2165,Electrónica,Este,Corporativo,19,416.22,0.1,0.456
1279,2023-08-05,203,2336,Alimentos,Este,Mayorista,14,252.16,0.2,0.605
1280,2023-04-04,353,2495,Hogar,Norte,Retail,14,352.43,0.15,0.469
1281,2023-05-23,326,2077,Hogar,Este,Mayorista,15,285.63,0.2,0.56
1282,2023-08-25,211,2428,Deportes,Sur,Retail,5,296.03,0.15,0.706
1283,2023-05-08,609,2261,Deportes,Norte,Retail,5,168.83,0.15,0.43
1284,2023-02-08,572,2162,Electrónica,Este,Corporativo,2,233.73,0.2,0.411
1285,2023-08-15,198,2365,Libros,Este,Mayorista,18,43.67,0.25,0.612
1286,2023-10-09,252,2013,Ropa,Centro,Mayorista,9,181.89,0.05,0.516
1287,2023-02-20,437,2238,Belleza,Norte,Retail,10,349.44,0.15,0.546
1288,2023-01-26,262,2071,Libros,Centro,Retail,18,476.84,0.25,0.542
1289,2023-11-30,780,2444,Libros,Centro,Corporativo,4,481.72,0.1,0.43
1290,2023-10-04,260,2142,Libros,Centro,Online,8,280.08,0.1,0.401
1291,2023-01-08,679,2309,Belleza,Oeste,Mayorista,18,305.28,0.15,0.714
1292,2023-02-17,497,2282,Electrónica,Centro,Mayorista,17,96.93,0.05,0.476
1293,2023-05-02,376,2268,Belleza,Sur,Corporativo,16,349.18,0.15,0.549
1294,2023-03-27,603,2240,Electrónica,Este,Corporativo,18,,0.1,0.74
1295,2023-07-28,491,2414,Belleza,Oeste,Mayorista,7,145.92,0.1,0.689
1296,2023-09-06,234,2244,Ropa,Centro,Mayorista,1,335.84,0.2,0.438
1297,2023-09-04,294,2162,Libros,Este,Retail,1,158.6,0.05,0.578
1298,2023-04-20,500,2059,Electrónica,Norte,Online,18,29.67,0.2,0.656
1299,2023-07-25,739,2005,Belleza,Norte,Mayorista,4,416.78,0.25,0.644
1300,2023-01-31,132,2196,Ropa,Este,Corporativo,4,158.61,0.25,0.666
1301,2023-03-26,787,2469,Belleza,Sur,Retail,6,36.24,0.25,0.56
1302,2023-07-14,559,2057,Hogar,Este,Retail,3,42.02,0.0,0.462
1303,2023-01-02,569,2304,Ropa,Este,Corporativo,6,129.62,0.25,0.563
1304,2023-07-19,474,2406,Libros,Oeste,Corporativo,13,93.12,0.15,0.627
1305,2023-05-16,121,2216,Alimentos,Norte,Retail,7,388.28,0.2,0.613
1306,2023-08-21,769,2417,Libros,Norte,Corporativo,4,164.23,0.25,0.425
1307,2023-05-27,137,2025,Alimentos,Centro,Retail,1,403.32,0.05,0.423
1308,2023-08-05,329,2302,Ropa,Este,Corporativo,6,91.05,0.25,0.738
1309,2023-12-23,464,2004,Hogar,Este,Retail,5,248.98,0.15,0.453
1310,2023-10-12,662,2473,Hogar,Sur,Mayorista,13,345.58,0.15,0.503
1311,2023-12-05,537,2019,Electrónica,Norte,Mayorista,19,327.74,0.15,0.669
1312,2023-09-07,382,2389,Hogar,Sur,Corporativo,4,302.56,0.15,0.543
1313,2023-03-21,126,2197,Deportes,Oeste,Online,6,462.79,0.15,0.464
1314,2023-04-08,325,2058,Ropa,Centro,Mayorista,13,118.12,0.05,0.564
1315,2023-06-01,376,2447,Electrónica,Sur,Retail,5,249.39,0.0,0.599
1316,2023-04-22,708,2241,Hogar,Norte,Online,13,442.58,0.1,0.558
1317,2023-01-30,383,2145,Ropa,Oeste,Retail,10,43.56,0.0,0.722
1318,2023-10-24,580,2387,Libros,Este,Retail,3,32.66,0.1,0.5
1319,2023-10-05,552,2272,Hogar,Oeste,Mayorista,13,120.48,0.2,0.631
1320,2023-02-01,758,2248,Belleza,Sur,Corporativo,12,318.35,0.15,0.439
1321,2023-06-10,615,2013,Alimentos,Norte,Corporativo,4,133.64,0.2,0.537
1322,2023-01-30,646,2461,Ropa,Sur,Retail,10,99.17,0.2,0.659
1323,2023-01-26,291,2012,Electrónica,Este,Mayorista,3,232.11,0.1,0.479
